cluster index	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)	G1	G2	G3	G4	G5	G6	AllFiles	AllGroups	DefaultGroups	RTMean	RTStdErr	ProteoSAFeClusterLink	UniqueFileSourcesCount	EvenOdd
449	16	147.078	0	147.078	8.0002e+07	10	6	0	0	0	0	Urine_37_Top10_POS.mzXML:1613###Urine_37_Top10_POS.mzXML:1719###Urine_37_Top10_POS.mzXML:1842###Urine_37_Top10_POS.mzXML:1964###Urine_37_Top10_POS.mzXML:2463###Urine_37_Top10_POS.mzXML:2585###Urine_37_Top10_POS.mzXML:4174###Urine_37_Top10_POS.mzXML:4293###Urine_37_Top10_POS.mzXML:4367###Urine_37_Top10_POS.mzXML:4416###Urine_64_Top10_POS.mzXML:1444###Urine_64_Top10_POS.mzXML:1560###Urine_64_Top10_POS.mzXML:1673###Urine_64_Top10_POS.mzXML:2637###Urine_64_Top10_POS.mzXML:3995###Urine_64_Top10_POS.mzXML:4113###	 	G1,G2,	440.8024375	161.74112367	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=449	2	0
453	4	148.013	0	148.013	5.49256e+06	2	2	0	0	0	0	Urine_37_Top10_POS.mzXML:4286###Urine_37_Top10_POS.mzXML:4403###Urine_64_Top10_POS.mzXML:3735###Urine_64_Top10_POS.mzXML:4093###	 	G1,G2,	624.783	28.6499159161	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=453	2	0
454	4	148.093	0	148.093	4.55135e+07	3	1	0	0	0	0	Urine_37_Top10_POS.mzXML:3591###Urine_37_Top10_POS.mzXML:3709###Urine_37_Top10_POS.mzXML:3784###Urine_64_Top10_POS.mzXML:3553###	 	G1,G2,	554.605	10.7064681696	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=454	2	1
455	6	148.079	0	148.079	1.30661e+07	4	2	0	0	0	0	Urine_37_Top10_POS.mzXML:3099###Urine_37_Top10_POS.mzXML:3172###Urine_37_Top10_POS.mzXML:4092###Urine_37_Top10_POS.mzXML:4095###Urine_64_Top10_POS.mzXML:2909###Urine_64_Top10_POS.mzXML:3318###	 	G1,G2,	527.831	64.2248975211	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=455	2	1
456	3	148.072	0	148.072	3.36839e+06	1	2	0	0	0	0	Urine_37_Top10_POS.mzXML:3971###Urine_64_Top10_POS.mzXML:3813###Urine_64_Top10_POS.mzXML:3852###	 	G1,G2,	594.713666667	4.85161543543	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=456	2	0
457	2	148.07	0	148.07	2.68193e+06	1	1	0	0	0	0	Urine_37_Top10_POS.mzXML:4603###Urine_64_Top10_POS.mzXML:4382###	 	G1,G2,	676.889	1.3717871555	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=457	2	0
458	18	148.103	0	148.103	7.95878e+06	12	6	0	0	0	0	Urine_37_Top10_POS.mzXML:4835###Urine_37_Top10_POS.mzXML:4948###Urine_37_Top10_POS.mzXML:5296###Urine_37_Top10_POS.mzXML:5401###Urine_37_Top10_POS.mzXML:5508###Urine_37_Top10_POS.mzXML:5609###Urine_37_Top10_POS.mzXML:5721###Urine_37_Top10_POS.mzXML:5834###Urine_37_Top10_POS.mzXML:5965###Urine_37_Top10_POS.mzXML:5970###Urine_37_Top10_POS.mzXML:6067###Urine_37_Top10_POS.mzXML:6173###Urine_64_Top10_POS.mzXML:4643###Urine_64_Top10_POS.mzXML:4744###Urine_64_Top10_POS.mzXML:5130###Urine_64_Top10_POS.mzXML:5548###Urine_64_Top10_POS.mzXML:5678###Urine_64_Top10_POS.mzXML:5774###	 	G1,G2,	823.573166667	67.7781917375	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=458	2	1
459	2	148.113	0	148.113	1.20695e+06	2	0	0	0	0	0	Urine_37_Top10_POS.mzXML:6308###Urine_37_Top10_POS.mzXML:6383###	 	G1,	936.8285	7.84817816439	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=459	1	1
462	3	149.023	0	149.023	2.01134e+06	0	3	0	0	0	0	Urine_64_Top10_POS.mzXML:1227###Urine_64_Top10_POS.mzXML:1333###Urine_64_Top10_POS.mzXML:1443###	 	G2,	248.134666667	16.2743467252	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=462	1	1
463	7	149.029	0	149.029	2.4808e+07	7	0	0	0	0	0	Urine_37_Top10_POS.mzXML:2265###Urine_37_Top10_POS.mzXML:2382###Urine_37_Top10_POS.mzXML:2503###Urine_37_Top10_POS.mzXML:2681###Urine_37_Top10_POS.mzXML:2802###Urine_37_Top10_POS.mzXML:2922###Urine_37_Top10_POS.mzXML:3040###	 	G1,	414.148142857	38.6669211318	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=463	1	1
464	3	149.07	0	149.07	2.59837e+06	1	2	0	0	0	0	Urine_37_Top10_POS.mzXML:3830###Urine_64_Top10_POS.mzXML:3632###Urine_64_Top10_POS.mzXML:3677###	 	G1,G2,	571.895	3.25547968816	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=464	2	1
465	2	149.059	0	149.059	2.0864e+06	1	1	0	0	0	0	Urine_37_Top10_POS.mzXML:4363###Urine_64_Top10_POS.mzXML:4159###	 	G1,G2,	643.4235	0.0544472221514	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=465	2	1
467	3	150.026	0	150.026	3.31819e+06	1	2	0	0	0	0	Urine_37_Top10_POS.mzXML:4155###Urine_64_Top10_POS.mzXML:3909###Urine_64_Top10_POS.mzXML:3988###	 	G1,G2,	614.063333333	5.81318306381	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=467	2	0
468	5	150.094	0	150.094	1.03763e+07	4	1	0	0	0	0	Urine_37_Top10_POS.mzXML:3003###Urine_37_Top10_POS.mzXML:3126###Urine_37_Top10_POS.mzXML:3185###Urine_37_Top10_POS.mzXML:3321###Urine_64_Top10_POS.mzXML:3032###	 	G1,G2,	482.7338	15.219995588	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=468	2	1
469	9	150.071	0	150.071	6.53189e+06	4	5	0	0	0	0	Urine_37_Top10_POS.mzXML:2925###Urine_37_Top10_POS.mzXML:8548###Urine_37_Top10_POS.mzXML:8644###Urine_37_Top10_POS.mzXML:8744###Urine_64_Top10_POS.mzXML:2734###Urine_64_Top10_POS.mzXML:8013###Urine_64_Top10_POS.mzXML:8101###Urine_64_Top10_POS.mzXML:8191###Urine_64_Top10_POS.mzXML:8275###	 	G1,G2,	1152.73055556	399.517950572	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=469	2	0
470	11	150.06	0	150.06	4.82307e+07	6	5	0	0	0	0	Urine_37_Top10_POS.mzXML:2118###Urine_37_Top10_POS.mzXML:2235###Urine_37_Top10_POS.mzXML:2357###Urine_37_Top10_POS.mzXML:2478###Urine_37_Top10_POS.mzXML:2599###Urine_37_Top10_POS.mzXML:2731###Urine_64_Top10_POS.mzXML:1997###Urine_64_Top10_POS.mzXML:2115###Urine_64_Top10_POS.mzXML:2235###Urine_64_Top10_POS.mzXML:2355###Urine_64_Top10_POS.mzXML:2476###	 	G1,G2,	380.095909091	27.9895396977	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=470	2	0
472	3	150.079	0	150.079	7.01664e+06	1	2	0	0	0	0	Urine_37_Top10_POS.mzXML:4513###Urine_64_Top10_POS.mzXML:3505###Urine_64_Top10_POS.mzXML:4267###	 	G1,G2,	625.505666667	63.3821944818	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=472	2	1
473	5	150.08	0	150.08	2.88396e+06	2	3	0	0	0	0	Urine_37_Top10_POS.mzXML:4398###Urine_37_Top10_POS.mzXML:4696###Urine_64_Top10_POS.mzXML:3802###Urine_64_Top10_POS.mzXML:4152###Urine_64_Top10_POS.mzXML:4489###	 	G1,G2,	653.3222	41.0940291733	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=473	2	1
474	2	150.09	0	150.09	738420	0	2	0	0	0	0	Urine_64_Top10_POS.mzXML:5408###Urine_64_Top10_POS.mzXML:5509###	 	G2,	850.0875	11.1913790258	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=474	1	1
475	3	150.11	0	150.11	1.47288e+06	2	1	0	0	0	0	Urine_37_Top10_POS.mzXML:5068###Urine_37_Top10_POS.mzXML:5172###Urine_64_Top10_POS.mzXML:4881###	 	G1,G2,	754.025666667	7.80950282242	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=475	2	1
476	5	151.06	0	151.06	3.13284e+07	2	3	0	0	0	0	Urine_37_Top10_POS.mzXML:2800###Urine_37_Top10_POS.mzXML:2917###Urine_64_Top10_POS.mzXML:2614###Urine_64_Top10_POS.mzXML:2632###Urine_64_Top10_POS.mzXML:2750###	 	G1,G2,	439.007	9.38284692937	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=476	2	1
477	4	151.09	0	151.09	9.73725e+06	4	0	0	0	0	0	Urine_37_Top10_POS.mzXML:4351###Urine_37_Top10_POS.mzXML:4505###Urine_37_Top10_POS.mzXML:4554###Urine_37_Top10_POS.mzXML:4618###	 	G1,	663.98575	16.2879763297	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=477	1	0
478	3	151.091	0	151.091	7.32431e+06	1	2	0	0	0	0	Urine_37_Top10_POS.mzXML:2670###Urine_64_Top10_POS.mzXML:2489###Urine_64_Top10_POS.mzXML:2527###	 	G1,G2,	415.873333333	2.6705794003	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=478	2	0
479	12	151.149	0	151.149	8.72124e+09	9	3	0	0	0	0	Urine_37_Top10_POS.mzXML:3253###Urine_37_Top10_POS.mzXML:3318###Urine_37_Top10_POS.mzXML:3372###Urine_37_Top10_POS.mzXML:3379###Urine_37_Top10_POS.mzXML:3435###Urine_37_Top10_POS.mzXML:3439###Urine_37_Top10_POS.mzXML:3461###Urine_37_Top10_POS.mzXML:3487###Urine_37_Top10_POS.mzXML:3500###Urine_64_Top10_POS.mzXML:3270###Urine_64_Top10_POS.mzXML:3285###Urine_64_Top10_POS.mzXML:3353###	 	G1,G2,	516.569833333	10.5449080675	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=479	2	0
480	6	151.096	0	151.096	2.77836e+06	4	2	0	0	0	0	Urine_37_Top10_POS.mzXML:6831###Urine_37_Top10_POS.mzXML:6837###Urine_37_Top10_POS.mzXML:6919###Urine_37_Top10_POS.mzXML:6927###Urine_64_Top10_POS.mzXML:6433###Urine_64_Top10_POS.mzXML:6515###	 	G1,G2,	1024.90666667	8.86106013221	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=480	2	0
483	3	151.099	0	151.099	1.18705e+06	3	0	0	0	0	0	Urine_37_Top10_POS.mzXML:8607###Urine_37_Top10_POS.mzXML:8702###Urine_37_Top10_POS.mzXML:8795###	 	G1,	1359.55666667	15.7500042328	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=483	1	0
494	7	151.1	0	151.1	6.70555e+06	3	4	0	0	0	0	Urine_37_Top10_POS.mzXML:2299###Urine_37_Top10_POS.mzXML:2420###Urine_37_Top10_POS.mzXML:2539###Urine_64_Top10_POS.mzXML:2008###Urine_64_Top10_POS.mzXML:2129###Urine_64_Top10_POS.mzXML:2251###Urine_64_Top10_POS.mzXML:2371###	 	G1,G2,	375.851714286	19.345112662	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=494	2	0
502	2	151.1	0	151.1	779838	2	0	0	0	0	0	Urine_37_Top10_POS.mzXML:5576###Urine_37_Top10_POS.mzXML:5680###	 	G1,	831.2515	10.9368205846	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=502	1	0
536	2	151.1	0	151.1	1.69387e+06	0	2	0	0	0	0	Urine_64_Top10_POS.mzXML:2866###Urine_64_Top10_POS.mzXML:2983###	 	G2,	472.4615	11.2960308295	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=536	1	0
572	2	151.111	0	151.111	844395	1	1	0	0	0	0	Urine_37_Top10_POS.mzXML:1533###Urine_64_Top10_POS.mzXML:1394###	 	G1,G2,	257.6165	0.755897149088	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=572	2	0
574	214	152.086	0	152.086	1.64448e+09	88	126	0	0	0	0	Urine_37_Top10_POS.mzXML:46###Urine_37_Top10_POS.mzXML:142###Urine_37_Top10_POS.mzXML:165###Urine_37_Top10_POS.mzXML:232###Urine_37_Top10_POS.mzXML:324###Urine_37_Top10_POS.mzXML:414###Urine_37_Top10_POS.mzXML:504###Urine_37_Top10_POS.mzXML:597###Urine_37_Top10_POS.mzXML:687###Urine_37_Top10_POS.mzXML:778###Urine_37_Top10_POS.mzXML:866###Urine_37_Top10_POS.mzXML:955###Urine_37_Top10_POS.mzXML:1042###Urine_37_Top10_POS.mzXML:1130###Urine_37_Top10_POS.mzXML:1193###Urine_37_Top10_POS.mzXML:1218###Urine_37_Top10_POS.mzXML:1294###Urine_37_Top10_POS.mzXML:1325###Urine_37_Top10_POS.mzXML:1474###Urine_37_Top10_POS.mzXML:1770###Urine_37_Top10_POS.mzXML:1883###Urine_37_Top10_POS.mzXML:2005###Urine_37_Top10_POS.mzXML:2126###Urine_37_Top10_POS.mzXML:2248###Urine_37_Top10_POS.mzXML:2477###Urine_37_Top10_POS.mzXML:3164###Urine_37_Top10_POS.mzXML:3175###Urine_37_Top10_POS.mzXML:3284###Urine_37_Top10_POS.mzXML:3304###Urine_37_Top10_POS.mzXML:3307###Urine_37_Top10_POS.mzXML:3338###Urine_37_Top10_POS.mzXML:3401###Urine_37_Top10_POS.mzXML:3424###Urine_37_Top10_POS.mzXML:3456###Urine_37_Top10_POS.mzXML:3460###Urine_37_Top10_POS.mzXML:3527###Urine_37_Top10_POS.mzXML:3578###Urine_37_Top10_POS.mzXML:3737###Urine_37_Top10_POS.mzXML:3871###Urine_37_Top10_POS.mzXML:4615###Urine_37_Top10_POS.mzXML:4723###Urine_37_Top10_POS.mzXML:4833###Urine_37_Top10_POS.mzXML:4942###Urine_37_Top10_POS.mzXML:5054###Urine_37_Top10_POS.mzXML:5158###Urine_37_Top10_POS.mzXML:5264###Urine_37_Top10_POS.mzXML:5368###Urine_37_Top10_POS.mzXML:5470###Urine_37_Top10_POS.mzXML:5571###Urine_37_Top10_POS.mzXML:5674###Urine_37_Top10_POS.mzXML:5785###Urine_37_Top10_POS.mzXML:5893###Urine_37_Top10_POS.mzXML:5999###Urine_37_Top10_POS.mzXML:6103###Urine_37_Top10_POS.mzXML:6213###Urine_37_Top10_POS.mzXML:6318###Urine_37_Top10_POS.mzXML:6423###Urine_37_Top10_POS.mzXML:6524###Urine_37_Top10_POS.mzXML:6618###Urine_37_Top10_POS.mzXML:6714###Urine_37_Top10_POS.mzXML:6811###Urine_37_Top10_POS.mzXML:6901###Urine_37_Top10_POS.mzXML:6991###Urine_37_Top10_POS.mzXML:7076###Urine_37_Top10_POS.mzXML:7160###Urine_37_Top10_POS.mzXML:7236###Urine_37_Top10_POS.mzXML:7316###Urine_37_Top10_POS.mzXML:7396###Urine_37_Top10_POS.mzXML:7484###Urine_37_Top10_POS.mzXML:7574###Urine_37_Top10_POS.mzXML:7655###Urine_37_Top10_POS.mzXML:7732###Urine_37_Top10_POS.mzXML:7805###Urine_37_Top10_POS.mzXML:7880###Urine_37_Top10_POS.mzXML:7955###Urine_37_Top10_POS.mzXML:8034###Urine_37_Top10_POS.mzXML:8121###Urine_37_Top10_POS.mzXML:8208###Urine_37_Top10_POS.mzXML:8282###Urine_37_Top10_POS.mzXML:8365###Urine_37_Top10_POS.mzXML:8560###Urine_37_Top10_POS.mzXML:8654###Urine_37_Top10_POS.mzXML:8659###Urine_37_Top10_POS.mzXML:8751###Urine_37_Top10_POS.mzXML:8843###Urine_37_Top10_POS.mzXML:8922###Urine_37_Top10_POS.mzXML:8999###Urine_37_Top10_POS.mzXML:9047###Urine_64_Top10_POS.mzXML:31###Urine_64_Top10_POS.mzXML:54###Urine_64_Top10_POS.mzXML:112###Urine_64_Top10_POS.mzXML:136###Urine_64_Top10_POS.mzXML:196###Urine_64_Top10_POS.mzXML:222###Urine_64_Top10_POS.mzXML:278###Urine_64_Top10_POS.mzXML:344###Urine_64_Top10_POS.mzXML:360###Urine_64_Top10_POS.mzXML:432###Urine_64_Top10_POS.mzXML:443###Urine_64_Top10_POS.mzXML:522###Urine_64_Top10_POS.mzXML:523###Urine_64_Top10_POS.mzXML:601###Urine_64_Top10_POS.mzXML:602###Urine_64_Top10_POS.mzXML:682###Urine_64_Top10_POS.mzXML:689###Urine_64_Top10_POS.mzXML:761###Urine_64_Top10_POS.mzXML:768###Urine_64_Top10_POS.mzXML:842###Urine_64_Top10_POS.mzXML:849###Urine_64_Top10_POS.mzXML:919###Urine_64_Top10_POS.mzXML:929###Urine_64_Top10_POS.mzXML:998###Urine_64_Top10_POS.mzXML:1019###Urine_64_Top10_POS.mzXML:1078###Urine_64_Top10_POS.mzXML:1099###Urine_64_Top10_POS.mzXML:1168###Urine_64_Top10_POS.mzXML:1196###Urine_64_Top10_POS.mzXML:1270###Urine_64_Top10_POS.mzXML:1377###Urine_64_Top10_POS.mzXML:1502###Urine_64_Top10_POS.mzXML:1617###Urine_64_Top10_POS.mzXML:1727###Urine_64_Top10_POS.mzXML:1837###Urine_64_Top10_POS.mzXML:1947###Urine_64_Top10_POS.mzXML:2057###Urine_64_Top10_POS.mzXML:2167###Urine_64_Top10_POS.mzXML:2277###Urine_64_Top10_POS.mzXML:2387###Urine_64_Top10_POS.mzXML:2497###Urine_64_Top10_POS.mzXML:2619###Urine_64_Top10_POS.mzXML:2875###Urine_64_Top10_POS.mzXML:2992###Urine_64_Top10_POS.mzXML:3044###Urine_64_Top10_POS.mzXML:3106###Urine_64_Top10_POS.mzXML:3154###Urine_64_Top10_POS.mzXML:3226###Urine_64_Top10_POS.mzXML:3234###Urine_64_Top10_POS.mzXML:3252###Urine_64_Top10_POS.mzXML:3283###Urine_64_Top10_POS.mzXML:3342###Urine_64_Top10_POS.mzXML:3373###Urine_64_Top10_POS.mzXML:3455###Urine_64_Top10_POS.mzXML:3609###Urine_64_Top10_POS.mzXML:3732###Urine_64_Top10_POS.mzXML:3850###Urine_64_Top10_POS.mzXML:3972###Urine_64_Top10_POS.mzXML:3973###Urine_64_Top10_POS.mzXML:4092###Urine_64_Top10_POS.mzXML:4200###Urine_64_Top10_POS.mzXML:4379###Urine_64_Top10_POS.mzXML:4486###Urine_64_Top10_POS.mzXML:4591###Urine_64_Top10_POS.mzXML:4654###Urine_64_Top10_POS.mzXML:4694###Urine_64_Top10_POS.mzXML:4755###Urine_64_Top10_POS.mzXML:4786###Urine_64_Top10_POS.mzXML:4878###Urine_64_Top10_POS.mzXML:4951###Urine_64_Top10_POS.mzXML:4972###Urine_64_Top10_POS.mzXML:5046###Urine_64_Top10_POS.mzXML:5064###Urine_64_Top10_POS.mzXML:5143###Urine_64_Top10_POS.mzXML:5157###Urine_64_Top10_POS.mzXML:5246###Urine_64_Top10_POS.mzXML:5280###Urine_64_Top10_POS.mzXML:5335###Urine_64_Top10_POS.mzXML:5429###Urine_64_Top10_POS.mzXML:5528###Urine_64_Top10_POS.mzXML:5624###Urine_64_Top10_POS.mzXML:5720###Urine_64_Top10_POS.mzXML:5748###Urine_64_Top10_POS.mzXML:5761###Urine_64_Top10_POS.mzXML:5816###Urine_64_Top10_POS.mzXML:5844###Urine_64_Top10_POS.mzXML:5858###Urine_64_Top10_POS.mzXML:5907###Urine_64_Top10_POS.mzXML:5951###Urine_64_Top10_POS.mzXML:5995###Urine_64_Top10_POS.mzXML:6080###Urine_64_Top10_POS.mzXML:6163###Urine_64_Top10_POS.mzXML:6243###Urine_64_Top10_POS.mzXML:6324###Urine_64_Top10_POS.mzXML:6408###Urine_64_Top10_POS.mzXML:6487###Urine_64_Top10_POS.mzXML:6566###Urine_64_Top10_POS.mzXML:6648###Urine_64_Top10_POS.mzXML:6724###Urine_64_Top10_POS.mzXML:6795###Urine_64_Top10_POS.mzXML:6866###Urine_64_Top10_POS.mzXML:6940###Urine_64_Top10_POS.mzXML:7016###Urine_64_Top10_POS.mzXML:7093###Urine_64_Top10_POS.mzXML:7168###Urine_64_Top10_POS.mzXML:7241###Urine_64_Top10_POS.mzXML:7314###Urine_64_Top10_POS.mzXML:7387###Urine_64_Top10_POS.mzXML:7462###Urine_64_Top10_POS.mzXML:7543###Urine_64_Top10_POS.mzXML:7635###Urine_64_Top10_POS.mzXML:7718###Urine_64_Top10_POS.mzXML:7792###Urine_64_Top10_POS.mzXML:7867###Urine_64_Top10_POS.mzXML:7954###Urine_64_Top10_POS.mzXML:8045###Urine_64_Top10_POS.mzXML:8055###Urine_64_Top10_POS.mzXML:8134###Urine_64_Top10_POS.mzXML:8142###Urine_64_Top10_POS.mzXML:8229###Urine_64_Top10_POS.mzXML:8308###Urine_64_Top10_POS.mzXML:8348###Urine_64_Top10_POS.mzXML:8377###Urine_64_Top10_POS.mzXML:8421###Urine_64_Top10_POS.mzXML:8446###Urine_64_Top10_POS.mzXML:8490###	 	G1,G2,	696.340711822	429.320085034	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=574	2	1
576	2	153.02	0	153.02	2.89728e+06	1	1	0	0	0	0	Urine_37_Top10_POS.mzXML:2913###Urine_64_Top10_POS.mzXML:2714###	 	G1,G2,	446.404	3.36724249201	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=576	2	1
577	6	153.033	0	153.033	3.59779e+07	3	3	0	0	0	0	Urine_37_Top10_POS.mzXML:3021###Urine_37_Top10_POS.mzXML:3028###Urine_37_Top10_POS.mzXML:3149###Urine_64_Top10_POS.mzXML:2839###Urine_64_Top10_POS.mzXML:2872###Urine_64_Top10_POS.mzXML:2961###	 	G1,G2,	468.620666667	8.1474028909	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=577	2	1
578	13	153.066	0	153.066	1.66532e+08	8	5	0	0	0	0	Urine_37_Top10_POS.mzXML:2371###Urine_37_Top10_POS.mzXML:2588###Urine_37_Top10_POS.mzXML:2719###Urine_37_Top10_POS.mzXML:5160###Urine_37_Top10_POS.mzXML:6047###Urine_37_Top10_POS.mzXML:6157###Urine_37_Top10_POS.mzXML:6158###Urine_37_Top10_POS.mzXML:8705###Urine_64_Top10_POS.mzXML:2618###Urine_64_Top10_POS.mzXML:4331###Urine_64_Top10_POS.mzXML:5731###Urine_64_Top10_POS.mzXML:5828###Urine_64_Top10_POS.mzXML:5910###	 	G1,G2,	758.532461538	287.583899419	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=578	2	1
579	3	153.1	0	153.1	1.20757e+07	2	1	0	0	0	0	Urine_37_Top10_POS.mzXML:3333###Urine_37_Top10_POS.mzXML:3417###Urine_64_Top10_POS.mzXML:3257###	 	G1,G2,	512.529	7.13577318866	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=579	2	0
580	5	153.07	0	153.07	3.62055e+07	0	5	0	0	0	0	Urine_64_Top10_POS.mzXML:2106###Urine_64_Top10_POS.mzXML:2224###Urine_64_Top10_POS.mzXML:2345###Urine_64_Top10_POS.mzXML:3061###Urine_64_Top10_POS.mzXML:3214###	 	G2,	426.1544	70.1480900973	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=580	1	1
581	3	153.076	0	153.076	7.78583e+06	1	2	0	0	0	0	Urine_37_Top10_POS.mzXML:3988###Urine_64_Top10_POS.mzXML:3698###Urine_64_Top10_POS.mzXML:3816###	 	G1,G2,	588.498333333	8.9015858325	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=581	2	1
584	4	154.069	0	154.069	9.31986e+06	1	3	0	0	0	0	Urine_37_Top10_POS.mzXML:2541###Urine_64_Top10_POS.mzXML:2536###Urine_64_Top10_POS.mzXML:2539###Urine_64_Top10_POS.mzXML:2558###	 	G1,G2,	415.4595	10.9170314188	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=584	2	0
585	3	154.07	0	154.07	2.76306e+07	3	0	0	0	0	0	Urine_37_Top10_POS.mzXML:2666###Urine_37_Top10_POS.mzXML:2668###Urine_37_Top10_POS.mzXML:2680###	 	G1,	416.165333333	0.903518861637	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=585	1	0
586	4	154.066	0	154.066	1.2721e+07	2	2	0	0	0	0	Urine_37_Top10_POS.mzXML:2825###Urine_37_Top10_POS.mzXML:2849###Urine_64_Top10_POS.mzXML:2656###Urine_64_Top10_POS.mzXML:2741###	 	G1,G2,	440.218	5.27150876568	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=586	2	0
